ID,Class,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22,C23,C24,C25,C26,C27,C28,C29,C30,C31,C32
438,1.0,46,yes,V3,36.0,V6,V2,V2,V3,12612,F,,V2,V3,V3,0.0,37790,1.0,V1,3561,4,V2,V2,1,V3,36,V2,1,V3,2.0,T,12612,
439,0.0,36,yes,V2,17.0,V3,V1,V1,V3,1940,F,,V1,V1,V4,0.0,59979,1.0,V2,4354,4,V1,V2,1,V3,17,V1,3,V3,1.0,T,1940,
440,1.0,26,yes,V3,40.0,V6,V1,V1,V3,5997,F,,V1,V1,V3,0.0,19467,1.0,V1,4994,3,V4,V2,1,V2,40,V4,4,V3,1.0,T,5997,
441,1.0,44,yes,V3,18.0,V2,V1,V1,V4,1553,F,,V1,V1,V3,0.0,32874,1.0,V1,5725,3,V1,V1,1,V2,18,V1,4,V3,1.0,T,1553,
442,0.0,34,yes,V3,14.0,V3,V1,V4,V3,1471,F,,V4,V3,V3,0.0,112158,1.0,V1,5171,4,V4,V2,2,V3,14,V4,4,V3,1.0,T,1471,
443,0.0,34,no,V3,9.0,V7,V2,V4,V1,1418,F,,V4,V3,V2,0.0,35365,1.0,V1,6395,2,V2,V1,1,V1,9,V2,3,V3,1.0,T,1418,
444,0.0,49,yes,V5,8.0,V3,V2,V3,V1,1125,F,,V3,V3,V3,0.0,52744,1.0,V1,6258,4,V2,V1,1,V2,8,V2,2,V1,1.0,T,1125,
445,0.0,46,yes,V5,47.0,V9,V5,V4,V4,7628,F,,V4,V1,V4,0.0,31121,1.0,V1,5329,2,V4,V1,2,V2,47,V4,4,V1,2.0,T,7628,
446,0.0,57,yes,V5,30.0,V3,V5,V4,V4,1867,F,,V4,V3,V3,0.0,5038,1.0,V1,3872,4,V2,V2,1,V2,30,V2,4,V3,1.0,T,1867,
447,0.0,18,yes,V2,11.0,V2,V4,V2,V1,983,F,,V2,V3,V2,0.0,21381,1.0,V1,3511,4,V2,V1,1,V1,11,V2,1,V2,1.0,T,983,
448,0.0,25,yes,V2,24.0,V7,V1,V2,V2,1200,F,,V2,V3,V3,0.0,47909,1.0,V1,3601,1,V2,V1,1,V2,24,V2,4,V3,1.0,T,1200,
449,0.0,23,yes,V4,12.0,V9,V2,V2,V1,841,F,,V2,V3,V2,0.0,24288,1.0,V1,5184,4,V2,V1,1,V1,12,V2,2,V2,1.0,T,841,
450,0.0,40,yes,V3,11.0,V7,V1,V1,V1,3938,F,,V1,V3,V2,0.0,8629,1.0,V1,5459,2,V4,V1,2,V2,11,V4,1,V3,2.0,T,3938,
451,0.0,35,yes,V4,23.0,V1,V1,V4,V4,4678,F,,V4,V3,V2,0.0,20911,1.0,V1,5570,3,V3,V2,2,V2,23,V3,3,V3,1.0,T,4678,
452,0.0,25,yes,V2,12.0,V7,V1,V3,V1,1329,F,,V3,V3,V3,0.0,23504,1.0,V1,5226,1,V2,V1,1,V2,12,V2,4,V3,1.0,T,1329,
453,1.0,22,yes,V3,47.0,V9,V1,V2,V4,15671,F,,V2,V3,V3,0.0,73717,1.0,V1,3366,2,V2,V2,1,V2,47,V2,2,V3,1.0,T,15671,
454,0.0,28,yes,V2,23.0,V3,V2,V2,V4,2895,F,,V2,V3,V3,0.0,43527,1.0,V1,4683,1,V2,V1,1,V2,23,V2,2,V3,1.0,T,2895,
455,0.0,46,yes,V3,18.0,V2,V1,V4,V3,1983,F,,V4,V1,V3,0.0,43690,1.0,V1,3995,4,V2,V1,2,V3,18,V2,4,V3,1.0,T,1983,
456,0.0,31,yes,V3,24.0,V3,V5,V3,V4,3148,F,,V3,V3,V3,0.0,56785,1.0,V1,4407,2,V4,V2,2,V2,24,V4,3,V3,1.0,T,3148,
457,0.0,40,yes,V5,24.0,V1,V5,V4,V4,6313,F,,V4,V3,V4,0.0,32756,1.0,V1,5399,4,V2,V2,1,V2,24,V2,3,V3,2.0,T,6313,
458,1.0,52,yes,V1,12.0,V3,V5,V2,V3,6468,F,,V2,V3,V4,0.0,20713,1.0,V1,6122,1,V2,V2,1,V2,12,V2,2,V3,1.0,T,6468,
459,1.0,37,yes,V3,48.0,V9,V5,V4,V1,3913,F,,V4,V1,V3,0.0,65888,1.0,V1,5365,2,V2,V1,1,V2,48,V2,4,V1,1.0,T,3913,
460,1.0,26,yes,V1,17.0,V6,V1,V1,V1,750,F,,V1,V3,V1,0.0,20333,1.0,V1,5529,1,V2,V1,1,V2,17,V2,4,V2,1.0,T,750,
461,0.0,26,yes,V3,33.0,V9,V1,V4,V4,2763,F,,V4,V3,V3,0.0,69683,1.0,V1,5007,2,V3,V2,2,V2,33,V3,2,V2,1.0,T,2763,
462,1.0,28,yes,V3,11.0,V7,V1,V1,V1,3499,F,,V1,V3,V3,0.0,68415,1.0,V2,4432,2,V4,V1,2,V2,11,V4,3,V2,1.0,T,3499,
463,1.0,56,yes,V5,35.0,V7,V1,V2,V3,2225,F,,V2,V1,V3,0.0,63215,1.0,V1,4744,4,V3,V2,2,V3,35,V3,4,V3,1.0,T,2225,
464,0.0,42,yes,V3,18.0,V2,V1,V4,V1,2514,F,,V4,V3,V3,0.0,14003,1.0,V1,4474,4,V2,V2,1,V2,18,V2,3,V3,1.0,T,2514,
465,0.0,49,yes,V5,12.0,V2,V5,V1,V2,1262,F,,V1,V3,V2,0.0,36278,1.0,V1,5304,4,V2,V2,1,V2,12,V2,2,V1,1.0,T,1262,
466,0.0,52,yes,V5,24.0,V2,V3,V4,V2,2834,F,,V4,V3,V3,0.0,22450,1.0,V1,6300,4,V2,V1,1,V2,24,V2,3,V3,1.0,T,2834,
467,0.0,48,yes,V4,11.0,V6,V1,V4,V1,2095,F,,V4,V3,V2,0.0,2062,1.0,V1,6071,3,V4,V1,1,V2,11,V4,2,V3,2.0,T,2095,
468,0.0,27,yes,V1,45.0,V1,V2,V2,V4,4575,F,,V2,V3,V3,0.0,1446,1.0,V1,5092,4,V4,V1,1,V2,45,V4,3,V3,1.0,T,4575,
469,0.0,29,yes,V3,24.0,V3,V2,V4,V4,1901,F,,V4,V3,V4,0.0,33210,1.0,V1,5819,4,V2,V2,1,V1,24,V2,4,V3,1.0,T,1901,
470,1.0,46,yes,V4,48.0,V7,V1,V1,V3,3930,F,,V1,V3,V3,0.0,59416,1.0,V1,4141,4,V2,V1,1,V3,48,V2,4,V3,2.0,T,3930,
471,0.0,37,yes,V3,47.0,V9,V5,V2,V3,6680,F,,V2,V3,V3,0.0,17029,1.0,V1,4994,4,V3,V2,1,V3,47,V3,4,V3,2.0,T,6680,
472,0.0,63,yes,V3,6.0,V3,V1,V2,V1,753,F,,V2,V3,V3,0.0,12004,1.0,V3,3255,3,V2,V1,1,V2,6,V2,2,V2,1.0,T,753,
473,0.0,40,no,V2,5.0,V7,V1,V1,V1,1361,F,,V1,V3,V2,0.0,34829,1.0,V1,4660,4,V4,V1,1,V2,5,V4,2,V3,2.0,T,1361,
474,1.0,29,yes,V3,20.0,V7,V5,V4,V2,5003,F,,V4,V1,V3,0.0,57376,1.0,V1,4814,4,V5,V2,2,V2,20,V5,1,V2,1.0,T,5003,
475,0.0,34,yes,V3,30.0,V2,V4,V2,V4,3495,F,,V2,V2,V3,0.0,75183,1.0,V1,5599,2,V1,V2,1,V2,30,V1,4,V3,2.0,T,3495,
476,0.0,47,yes,V5,24.0,V3,V2,V3,V3,1376,F,,V3,V3,V3,0.0,35214,1.0,V1,4832,2,V2,V2,1,V3,24,V2,4,V2,1.0,T,1376,
477,1.0,26,yes,V2,20.0,V6,V1,V1,V2,3414,F,,V1,V3,V3,0.0,29691,1.0,V1,4200,1,V3,V1,2,V2,20,V3,2,V3,1.0,T,3414,
478,0.0,44,yes,V5,15.0,V2,V1,V1,V4,1477,F,,V1,V3,V3,0.0,40156,1.0,V1,5063,4,V4,V2,2,V2,15,V4,4,V3,2.0,T,1477,
479,1.0,31,yes,V5,24.0,V9,V1,V2,V1,1935,F,,V2,V3,V3,0.0,9278,1.0,V1,3823,4,V4,V2,2,V2,24,V4,4,V1,1.0,T,1935,
480,0.0,24,yes,V5,20.0,V2,V1,V1,V2,4272,F,,V1,V3,V3,0.0,40551,1.0,V1,5043,4,V4,V1,2,V2,20,V4,1,V2,1.0,T,4272,
481,0.0,35,yes,V2,14.0,V7,V1,V1,V1,1720,F,,V1,V3,V3,0.0,51868,1.0,V1,3794,3,V2,V1,1,V2,14,V2,2,V3,1.0,T,1720,
482,0.0,44,yes,V5,15.0,V1,V5,V4,V3,1299,F,,V4,V1,V3,0.0,36266,1.0,V1,5298,4,V2,V1,1,V3,15,V2,4,V3,2.0,T,1299,
483,0.0,56,yes,V5,12.0,V3,V1,V4,V1,617,F,,V4,V3,V3,0.0,25031,1.0,V1,3596,4,V4,V1,1,V2,12,V4,4,V3,1.0,T,617,
484,0.0,64,yes,V5,11.0,V3,V5,V4,V1,930,F,,V4,V3,V3,0.0,29055,1.0,V1,7595,4,V4,V1,4,V2,11,V4,4,V3,1.0,T,930,
485,0.0,62,yes,V5,29.0,V1,V5,V4,V4,7596,F,,V4,V3,V3,0.0,62436,1.0,V1,6186,4,V4,V1,2,V2,29,V4,1,V3,1.0,T,7596,
486,1.0,35,yes,V5,6.0,V6,V1,V1,V3,1198,F,,V1,V3,V3,0.0,220716,1.0,V1,7429,4,V1,V1,1,V3,6,V1,4,V2,1.0,T,1198,
487,0.0,26,yes,V3,8.0,V9,V1,V2,V1,1391,F,,V2,V1,V3,0.0,14946,1.0,V1,5026,1,V2,V2,1,V2,8,V2,2,V4,1.0,T,1391,
488,1.0,24,yes,V3,15.0,V4,V5,V1,V4,1274,F,,V1,V3,V3,0.0,24852,1.0,V1,5842,2,V2,V1,1,V1,15,V2,4,V2,1.0,T,1274,
489,0.0,27,yes,V3,12.0,V3,V1,V4,V1,776,F,,V4,V3,V3,0.0,24208,1.0,V1,6046,2,V2,V1,1,V2,12,V2,4,V4,1.0,T,776,
490,0.0,26,yes,V3,24.0,V9,V2,V4,V2,4139,F,,V4,V3,V2,0.0,52936,1.0,V1,4551,3,V4,V2,2,V2,24,V4,3,V3,1.0,T,4139,
491,0.0,59,yes,V5,24.0,V7,V4,V4,V1,1940,F,,V4,V3,V3,0.0,58731,1.0,V1,5078,4,V4,V2,1,V2,24,V4,4,V3,1.0,T,1940,
492,0.0,45,yes,V5,17.0,V3,V4,V4,V4,1582,F,,V4,V3,V3,0.0,24953,1.0,V1,4297,4,V4,V1,2,V2,17,V4,4,V3,1.0,T,1582,
493,0.0,32,yes,V3,9.0,V7,V5,V2,V1,3195,F,,V2,V3,V2,0.0,22386,1.0,V1,4796,2,V2,V1,1,V2,9,V2,1,V2,1.0,T,3195,
494,0.0,58,yes,V5,15.0,V7,V5,V4,V4,5044,F,,V4,V3,V3,0.0,62367,1.0,V1,3897,4,V4,V2,1,V2,15,V4,1,V2,1.0,T,5044,
495,0.0,20,yes,V5,23.0,V2,V5,V3,V3,3617,F,,V3,V3,V3,0.0,79418,1.0,V2,4744,4,V4,V1,2,V1,23,V4,4,V3,1.0,T,3617,
496,1.0,31,yes,V3,24.0,V3,V2,V1,V4,1282,F,,V1,V3,V2,0.0,14751,1.0,V1,3933,2,V2,V1,1,V2,24,V2,4,V2,1.0,T,1282,
497,0.0,54,no,V4,11.0,V1,V4,V4,V2,1413,F,,V4,V3,V3,0.0,47293,1.0,V1,7040,2,V2,V1,1,V2,11,V2,3,V3,1.0,T,1413,
498,0.0,54,yes,V1,11.0,V2,V1,V1,V3,2578,F,,V1,V3,V4,0.0,31986,1.0,V1,6767,4,V2,V1,1,V3,11,V2,3,V2,1.0,T,2578,
499,1.0,67,yes,V5,5.0,V7,V1,V1,V3,14895,F,,V1,V1,V4,0.0,13013,1.0,V1,5421,4,V2,V2,1,V2,5,V2,1,V3,1.0,T,14895,
500,0.0,30,yes,V4,39.0,V2,V5,V1,V2,14178,F,,V1,V3,V4,0.0,84492,1.0,V1,6875,4,V4,V2,2,V2,39,V4,4,V3,1.0,T,14178,
501,0.0,29,yes,V3,15.0,V7,V5,V4,V3,3555,F,,V4,V3,V3,0.0,15501,1.0,V1,4305,2,V2,V1,1,V2,15,V2,3,V3,1.0,T,3555,
502,0.0,30,yes,V1,9.0,V2,V1,V4,V4,2405,F,,V4,V3,V4,0.0,33118,1.0,V1,6458,3,V4,V1,1,V2,9,V4,2,V3,1.0,T,2405,
503,1.0,40,yes,V3,15.0,V6,V2,V4,V2,4622,F,,V4,V3,V4,0.0,12486,1.0,V1,6623,2,V2,V2,1,V2,15,V2,3,V3,1.0,T,4622,
504,0.0,36,yes,V3,17.0,V7,V1,V4,V1,1028,F,,V4,V3,V3,0.0,23347,1.0,V1,5094,3,V4,V1,2,V2,17,V4,4,V2,1.0,T,1028,
505,0.0,29,yes,V2,36.0,V4,V5,V2,V3,3990,F,,V2,V1,V1,0.0,15219,1.0,V1,4617,2,V1,V1,1,V2,36,V1,3,V2,1.0,T,3990,
506,1.0,30,yes,V3,48.0,V2,V1,V2,V4,5095,F,,V2,V3,V4,0.0,40125,1.0,V1,3792,3,V4,V2,1,V2,48,V4,2,V2,1.0,T,5095,
507,0.0,38,yes,V5,12.0,V3,V1,V4,V4,803,F,,V4,V3,V3,0.0,65855,1.0,V1,5961,4,V2,V1,1,V2,12,V2,4,V3,1.0,T,803,
508,0.0,32,yes,V5,47.0,V3,V5,V4,V4,7237,F,,V4,V1,V3,0.0,64272,1.0,V1,4889,3,V3,V1,2,V2,47,V3,3,V3,2.0,T,7237,
509,0.0,49,yes,V3,11.0,V7,V1,V4,V1,639,F,,V4,V3,V2,0.0,16050,1.0,V1,6311,2,V2,V1,1,V2,11,V2,4,V1,1.0,T,639,
510,1.0,27,yes,V2,35.0,V1,V1,V2,V4,9397,F,,V2,V3,V4,0.0,62158,1.0,V1,6273,4,V2,V2,1,V1,35,V2,1,V4,1.0,T,9397,
511,1.0,33,yes,V1,23.0,V2,V1,V2,V2,2063,F,,V2,V3,V4,0.0,50739,1.0,V1,4420,2,V3,V2,1,V2,23,V3,3,V2,1.0,T,2063,
512,0.0,28,no,V4,12.0,V3,V1,V2,V1,1103,F,,V2,V3,V3,0.0,56645,1.0,V3,5200,3,V2,V1,2,V2,12,V2,4,V3,1.0,T,1103,
513,1.0,66,yes,V3,11.0,V3,V3,V2,V1,766,F,,V2,V3,V2,0.0,34309,1.0,V1,5031,3,V2,V1,1,V2,11,V2,4,V3,1.0,T,766,
514,0.0,26,yes,V3,29.0,V3,V5,V2,V4,1714,F,,V2,V3,V3,0.0,10988,1.0,V1,4285,1,V2,V1,1,V2,29,V2,4,V2,1.0,T,1714,
515,1.0,27,yes,V2,,V9,V1,V4,V4,8648,F,,V4,V1,V3,0.0,69730,1.0,V1,6615,2,V3,V2,2,V2,23,V3,2,V3,1.0,T,8648,
516,1.0,22,yes,V2,12.0,V3,V1,V2,V1,1533,F,,V2,V3,V3,0.0,54933,1.0,V1,4756,1,V2,V1,1,V1,12,V2,1,V4,1.0,T,1533,
517,0.0,28,yes,V3,17.0,V9,V5,V2,V1,1886,F,,V2,V1,V3,0.0,33600,1.0,V1,4374,4,V4,V1,2,V2,17,V4,4,V4,1.0,T,1886,
518,0.0,51,yes,V5,36.0,V3,V5,V4,V4,3341,F,,V4,V3,V3,0.0,9252,1.0,V1,5052,2,V4,V2,1,V2,36,V4,4,V3,1.0,T,3341,
519,0.0,32,yes,V3,36.0,V1,V1,V4,V3,4686,F,,V4,V3,V4,0.0,45356,1.0,V1,5923,2,V2,V2,1,V3,36,V2,2,V3,1.0,T,4686,
520,0.0,34,yes,V5,36.0,V7,V1,V4,V4,6614,F,,V4,V3,V4,0.0,31713,1.0,V1,4858,4,V4,V2,2,V2,36,V4,4,V3,1.0,T,6614,
521,1.0,23,yes,V3,32.0,V2,V3,V1,V4,4281,F,,V1,V3,V3,0.0,94787,1.0,V1,4908,4,V4,V1,2,V2,32,V4,1,V2,1.0,T,4281,
522,1.0,21,yes,V3,45.0,V3,V2,V2,V2,3030,F,,V2,V3,V3,0.0,11224,1.0,V3,6097,4,V2,V1,1,V1,45,V2,4,V3,1.0,T,3030,
523,0.0,25,yes,V2,12.0,V1,V5,V4,V4,2445,F,,V4,V3,V3,0.0,3457,1.0,V1,5848,4,V2,V2,1,V1,12,V2,2,V4,1.0,T,2445,
524,0.0,28,yes,V3,23.0,V3,V1,V1,V4,3659,F,,V1,V3,V3,0.0,60924,1.0,V1,6984,4,V2,V1,1,V2,23,V2,2,V2,1.0,T,3659,
525,1.0,31,yes,V5,30.0,V2,V5,V1,V2,6350,F,,V1,V3,V3,0.0,113579,1.0,V1,4560,4,V2,V1,1,V2,30,V2,4,V3,1.0,T,6350,
526,1.0,41,yes,V5,11.0,V6,V1,V4,V4,718,F,,V4,V1,V2,0.0,21670,1.0,V1,5656,4,V2,V1,1,V2,11,V2,4,V3,2.0,T,718,
527,0.0,46,yes,V5,8.0,V7,V1,V1,V1,730,F,,V1,V3,V2,0.0,9856,1.0,V1,4437,4,V4,V1,2,V2,8,V4,4,V3,1.0,T,730,
528,1.0,29,yes,V4,41.0,V3,V5,V1,V4,7173,F,,V1,V3,V4,0.0,17237,1.0,V1,5162,3,V2,V2,1,V2,41,V2,4,V2,1.0,T,7173,
529,0.0,30,yes,V3,36.0,V3,V1,V4,V4,9565,F,,V4,V2,V3,0.0,79021,1.0,V1,3240,2,V4,V1,2,V2,36,V4,2,V2,1.0,T,9565,
530,1.0,58,yes,V5,48.0,V1,V1,V1,V3,6143,F,,V1,V2,V2,0.0,48659,1.0,V1,5099,4,V4,V1,2,V3,48,V4,4,V2,1.0,T,6143,
531,0.0,43,yes,V3,11.0,V3,V1,V3,V4,1881,F,,V3,V3,V2,0.0,55435,1.0,V1,5294,2,V2,V2,1,V1,11,V2,2,V2,1.0,T,1881,
532,0.0,24,yes,V4,8.0,V2,V5,V2,V4,2030,F,,V2,V3,V3,0.0,22527,1.0,V1,5012,1,V2,V2,1,V2,8,V2,2,V3,1.0,T,2030,
533,0.0,24,yes,V5,12.0,V2,V1,V1,V2,651,F,,V1,V3,V3,0.0,43266,1.0,V1,4631,4,V2,V1,1,V1,12,V2,4,V2,1.0,T,651,
534,1.0,34,yes,V5,11.0,V1,V1,V1,V3,3385,F,,V1,V3,V3,0.0,11542,1.0,V1,3509,4,V2,V2,1,V3,11,V2,3,V3,1.0,T,3385,
535,0.0,64,yes,V3,10.0,V7,V1,V4,V4,1364,F,,V4,V3,V3,0.0,38570,1.0,V1,5488,4,V2,V2,1,V2,10,V2,2,V2,1.0,T,1364,
536,0.0,43,yes,V2,11.0,V1,V2,V2,V2,1803,F,,V2,V3,V3,0.0,7113,1.0,V1,5706,4,V4,V1,1,V2,11,V4,3,V3,1.0,T,1803,
537,0.0,42,yes,V5,12.0,V2,V1,V4,V1,1934,F,,V4,V3,V3,0.0,57472,1.0,V1,6110,4,V4,V2,3,V2,12,V4,4,V3,1.0,T,1934,
538,0.0,42,yes,V5,11.0,V2,V1,V4,V2,3331,F,,V4,V2,V3,0.0,92541,1.0,V1,6197,4,V4,V1,1,V2,11,V4,2,V3,1.0,T,3331,
539,1.0,29,yes,V5,21.0,V7,V5,V4,V3,12679,F,,V4,V3,V4,0.0,59977,1.0,V1,5292,4,V4,V2,1,V3,21,V4,4,V3,1.0,T,12679,
540,0.0,36,yes,V3,14.0,V1,V3,V3,V4,2360,F,,V3,V3,V3,0.0,7188,1.0,V1,5570,2,V4,V2,1,V2,14,V4,2,V3,1.0,T,2360,
541,1.0,32,yes,V3,18.0,V3,V1,V2,V4,1245,F,,V2,V3,V3,0.0,52863,1.0,V1,3947,2,V4,V1,1,V2,18,V4,4,V4,1.0,T,1245,
542,0.0,32,yes,V4,39.0,V6,V2,V2,V3,11759,F,,V2,V3,V3,0.0,12148,1.0,V1,2614,3,V3,V2,1,V1,39,V3,2,V3,1.0,T,11759,
543,0.0,25,yes,V4,22.0,V7,V5,V4,V2,1282,F,,V4,V3,V3,0.0,12891,1.0,V1,3507,4,V2,V1,1,V1,22,V2,4,V2,1.0,T,1282,
544,0.0,29,yes,V2,24.0,V2,V5,V2,V2,2332,F,,V2,V1,V2,0.0,38042,1.0,V1,6302,2,V3,V1,1,V2,24,V3,4,V3,1.0,T,2332,
545,1.0,54,yes,V1,17.0,V5,V1,V1,V3,1189,F,,V1,V3,V1,0.0,29966,1.0,V1,4873,4,V4,V1,3,V3,17,V4,2,V2,2.0,T,1189,
546,1.0,33,yes,V2,35.0,V7,V1,V1,V4,1841,F,,V1,V3,V3,0.0,15790,1.0,V1,5139,4,V2,V2,1,V2,35,V2,4,V2,1.0,T,1841,
547,1.0,27,yes,V2,23.0,V1,V3,V2,V4,4113,F,,V2,V3,V3,0.0,26586,1.0,V1,4678,4,V2,V1,1,V1,23,V2,3,V2,1.0,T,4113,
548,0.0,51,yes,V5,11.0,V7,V5,V4,V3,2133,F,,V4,V3,V4,0.0,16576,1.0,V1,5536,4,V2,V2,1,V3,11,V2,4,V2,1.0,T,2133,
549,0.0,42,yes,V5,6.0,V7,V2,V1,V2,1203,F,,V1,V3,V3,0.0,77649,1.0,V1,6521,2,V2,V2,1,V2,6,V2,3,V3,1.0,T,1203,
550,0.0,55,yes,V5,23.0,V3,V1,V1,V4,1603,F,,V1,V3,V3,0.0,98910,1.0,V1,3820,4,V2,V1,1,V2,23,V2,4,V2,1.0,T,1603,
551,1.0,23,yes,V2,24.0,V7,V1,V2,V1,1246,F,,V2,V2,V2,0.0,47733,1.0,V1,5366,2,V2,V1,1,V2,24,V2,4,V3,1.0,T,1246,
552,1.0,27,yes,V3,12.0,V3,V1,V1,V2,6199,F,,V1,V3,V3,0.0,59349,1.0,V1,3534,2,V5,V2,2,V1,12,V5,4,V3,1.0,T,6199,
553,1.0,35,yes,V5,23.0,V3,V3,V4,V4,2396,F,,V4,V1,V3,0.0,23037,1.0,V1,3806,2,V2,V2,2,V2,23,V2,3,V3,1.0,T,2396,
554,0.0,75,yes,V1,5.0,V7,V5,V1,V2,1373,F,,V1,V3,V4,0.0,21314,1.0,V1,5642,3,V2,V2,1,V2,5,V2,4,V2,1.0,T,1373,
555,0.0,31,yes,V2,9.0,V1,V5,V4,V1,2901,F,,V4,V3,V3,0.0,155195,1.0,V1,4518,4,V2,V1,1,V1,9,V2,1,V2,1.0,T,2901,
556,1.0,20,yes,V3,23.0,V7,V1,V2,V2,2718,F,,V2,V3,V2,0.0,114527,1.0,V1,8633,4,V2,V2,1,V1,23,V2,3,V2,,T,2718,
557,0.0,47,yes,V5,18.0,V2,V1,V4,V2,3421,F,,V4,V1,V3,0.0,19479,1.0,V1,5208,4,V2,V2,3,V2,18,V2,4,V3,2.0,T,3421,
558,0.0,34,yes,V3,36.0,V1,V1,V2,V4,5800,F,,V2,V3,V3,0.0,48766,1.0,V1,5621,4,V4,V2,2,V2,36,V4,3,V3,1.0,T,5800,
559,1.0,23,yes,V2,60.0,V7,V2,V2,V2,7407,F,,V2,V3,V4,0.0,23620,1.0,V1,4999,2,V2,V1,1,V2,60,V2,4,V2,1.0,T,7407,
560,0.0,39,yes,V3,12.0,V3,V1,V1,V1,701,F,,V1,V3,V2,0.0,22728,1.0,V1,4054,2,V2,V1,1,V2,12,V2,4,V4,1.0,T,701,
561,0.0,33,yes,V3,7.0,V3,V1,V2,V1,2414,F,,V2,V3,V3,0.0,63550,1.0,V3,3971,2,V2,V1,1,V2,7,V2,3,V3,1.0,T,2414,
562,0.0,23,yes,V1,24.0,V3,V3,V2,V3,3757,F,,V2,V3,V1,0.0,64014,1.0,V1,4954,4,V2,V1,1,V1,24,V2,1,V2,1.0,T,3757,
563,0.0,27,yes,V3,30.0,V9,V1,V2,V4,4220,F,,V2,V3,V3,0.0,20763,1.0,V1,2938,1,V5,V1,2,V2,30,V5,2,V2,1.0,T,4220,
564,0.0,22,yes,V2,23.0,V2,V1,V1,V3,3148,F,,V1,V1,V3,0.0,39890,1.0,V1,5191,1,V2,V1,1,V3,23,V2,4,V3,1.0,T,3148,
565,1.0,22,yes,V2,11.0,V7,V2,V2,V2,835,F,,V2,V1,V2,0.0,49425,1.0,V1,5397,2,V2,V1,1,V2,11,V2,4,V2,1.0,T,835,
566,0.0,30,yes,V3,36.0,V1,V5,V4,V4,11054,F,,V4,V3,V4,0.0,47387,1.0,V1,2285,2,V4,V2,1,V2,36,V4,4,V3,1.0,T,11054,4.0
567,0.0,56,yes,V5,23.0,V3,V4,V1,V2,1230,F,,V1,V3,V4,0.0,43371,1.0,V1,5493,4,V4,V2,2,V1,23,V4,4,V2,1.0,T,1230,
568,1.0,22,yes,V2,5.0,V6,V1,V1,V2,448,F,,V1,V3,V3,0.0,10938,1.0,V1,5223,4,V2,V1,1,V2,5,V2,4,V2,1.0,T,448,
569,0.0,65,yes,V1,42.0,V5,V1,V1,V4,3393,F,,V1,V3,V1,0.0,14703,1.0,V2,5027,4,V4,V1,2,V2,42,V4,4,V3,1.0,T,3393,
570,0.0,33,yes,V3,29.0,V3,V1,V4,V4,2830,F,,V4,V3,V3,0.0,96561,1.0,V1,4926,2,V4,V2,1,V2,29,V4,4,V2,1.0,T,2830,
571,0.0,43,yes,V3,11.0,V7,V3,V4,V1,1162,F,,V4,V3,V3,0.0,52858,1.0,V1,4995,4,V4,V2,1,V2,11,V4,4,V3,1.0,T,1162,
572,0.0,35,yes,V4,24.0,V1,V1,V4,V4,2345,F,,V4,V3,V3,0.0,22907,1.0,V1,6319,3,V4,V2,2,V2,24,V4,4,V3,1.0,T,2345,
573,1.0,28,yes,V3,36.0,V2,V1,V4,V4,3348,F,,V4,V3,V4,0.0,43544,1.0,V1,3575,2,V2,V2,1,V2,36,V2,4,V2,1.0,T,3348,
574,0.0,27,yes,V3,60.0,V3,V5,V2,V1,7418,F,,V2,V3,V2,0.0,59875,1.0,V1,5079,1,V3,V1,1,V2,60,V3,1,V3,1.0,T,7418,
575,0.0,25,yes,V5,24.0,V3,V5,V4,V4,999,F,,V4,V3,V3,0.0,29730,1.0,V1,5473,2,V2,V1,2,V2,24,V2,4,V3,1.0,T,999,
576,1.0,25,yes,V3,10.0,V2,V1,V4,V1,2210,F,,V4,V1,V2,0.0,39243,1.0,V1,4515,2,V2,V1,1,V1,10,V2,2,V3,1.0,T,2210,
577,1.0,25,yes,V2,23.0,V2,V1,V2,V4,4736,F,,V2,V1,V2,0.0,19030,1.0,V1,6225,4,V4,V1,1,V2,23,V4,2,V2,1.0,T,4736,
578,1.0,23,yes,V2,5.0,V6,V4,V2,V2,433,F,,V2,V1,V3,0.0,40072,1.0,V1,5128,2,V1,V1,1,V1,5,V1,4,V2,2.0,T,433,
579,0.0,35,yes,V3,18.0,V9,V4,V2,V2,1941,F,,V2,V3,V2,0.0,48510,1.0,V1,2634,2,V2,V2,1,V2,18,V2,4,V3,1.0,T,1941,
580,1.0,34,yes,V4,48.0,V9,V2,V2,V3,3844,F,,V2,V3,V2,0.0,27309,1.0,V1,5632,4,V5,V1,1,V3,48,V5,4,V3,2.0,T,3844,
581,0.0,41,yes,V5,18.0,V9,V5,V2,V2,2427,F,,V2,V3,V3,0.0,38900,1.0,V1,6415,2,V3,V1,2,V2,18,V3,4,V3,1.0,T,2427,
582,0.0,36,yes,V4,11.0,V9,V1,V4,V4,1541,F,,V4,V3,V3,0.0,28831,1.0,V1,6093,4,V2,V2,1,V2,11,V2,2,V3,1.0,T,1541,
583,0.0,28,yes,V2,24.0,V1,V1,V4,V3,2679,F,,V4,V3,V4,0.0,19924,1.0,V1,6459,1,V2,V2,1,V2,24,V2,4,V2,1.0,T,2679,
